CENSUS BLOCK,Pop
7001002008,5
7001002009,35
7001002010,21
7001002011,38
7001002012,48
7001002013,32
7001002014,0
7001002015,59
7001002016,43
7001002017,0
7001002018,36
7001002019,0
7001002020,0
7001002021,0
7001002022,0
7001002023,0
7001002024,0
7001002025,0
7001002026,0
7001002027,0
7001002028,0
7001002029,20
7001002030,22
7001002031,33
7001002032,24
7001002033,0
7001002034,41
7001002035,51
7001002036,62
7001002037,58
7001002038,70
7001002039,50
7001002040,69
7001002041,45
7001002042,60
7001002043,33
7001002044,28
7001002045,36
7001002046,33
7001002047,59
7001002048,33
7001002049,11
7001002050,4
7001002051,0
7001002052,0
7001002053,0
7001002054,1
7001002055,0
7001002056,0
7001002057,34
7001002058,30
7002001000,0
7002001001,4
7002001002,0
7002001003,109
7002001004,118
7002001005,124
7002001006,105
7002001007,89
7002001008,100
7002001009,63
7002001010,86
7002001011,110
7002001012,116
7002001013,128
7002001014,105
7002001015,0
7002001016,91
7002001017,81
7002001018,0
7002001019,67
7002001020,22
7002002000,300
7002002001,143
7002002002,191
7002002003,192
7002002004,230
7002002005,222
7002002006,114
7002002007,62
7002002008,49
7002002009,33
7002002010,0
7002002011,62
7002003000,102
7002003001,115
7002003002,93
7002003003,106
7002003004,110
7002003005,136
7002003006,98
7002003007,112
7002003008,94
7002003009,86
7002003010,109
7002003011,87
7002003012,117
7002003013,82
7002003014,83
7002003015,119
7002003016,97
7002003017,110
7002003018,1
7002003019,0
7002003020,0
7002004000,226
7002004001,134
7002004002,170
7002004003,137
7002004004,123
7002004005,90
7002004006,116
7002004007,136
7002004008,100
7002004009,98
7002004010,20
7002004011,20
7002004012,28
7002004013,6
7002004014,232
7003011000,92
7003011001,351
7003011002,110
7003011003,185
7003011004,115
7003011005,100
7003011006,106
7003011007,99
7003011008,77
7003011009,69
7003011010,111
7003011011,71
7003011012,97
7003011013,187
7003012000,199
7003012001,167
7003012002,176
7003012003,114
7003012004,67
7003012005,56
7003012006,245
7003012007,348
7003012008,122
7003012009,227
7003013000,29
7003013001,27
7003013002,58
7003013003,110
7003013004,86
7003013005,84
7003013006,82
7003013007,161
7003013008,200
7003013009,113
7003013010,203
7003013011,152
7003013012,0
7003013013,56
7003013014,97
7003013015,142
7003013016,129
7003013017,152
7003013018,83
7003013019,12
7003013020,60
7003013021,120
7003013022,81
7003021000,42
7003021001,48
7003021002,60
7003021003,52
7003021004,40
7003021005,36
7003021006,48
7003021007,42
7003021008,60
7003021009,63
7003021010,76
7003021011,37
7003021012,39
7003021013,0
7003021014,0
7003021015,40
7003021016,44
7003021017,2
7003021018,24
7003021019,29
7003021020,36
7003021021,36
7003021022,39
7003021023,36
7003021024,43
7003021025,31
7003021026,46
7003021027,29
7003021028,43
7003021029,0
7003021030,39
7003021031,24
7003021032,39
7003021033,34
7003021034,21
7003022000,39
7003022001,33
7003022002,36
7003022003,43
7003022004,49
7003022005,47
7003022006,0
7003022007,47
7003022008,45
7003022009,41
7003022010,48
7003022011,52
7003022012,50
7003022013,82
7003022014,38
7003022015,41
7003022016,28
7003022017,34
7003022018,28
7003022019,30
7003022020,24
7003022021,35
7003022022,0
7003022023,38
7003023000,0
7003023001,147
7003023002,146
7003023003,35
7003023004,197
7003023005,44
7003023006,91
7003023007,116
7003023008,0
7003023009,65
7003023010,149
7003023011,117
7003023012,57
7003023013,41
7003023014,45
7003023015,44
7003024000,0
7003024001,8
7003024002,31
7003024003,57
7003024004,11
7003024005,18
7003024006,25
7003024007,14
7003024008,27
7003024009,25
7003024010,28
7003024011,28
7003024012,45
7003024013,56
7003024014,50
7003024015,28
7003024016,46
7003024017,29
7003024018,28
7003024019,0
7003024020,5
7003024021,56
7003024022,53
7003024023,43
7003024024,35
7003024025,33
7003024026,56
7003024027,18
7003024028,0
7003024029,30
7003024030,44
7003024031,36
7003024032,39
7003024033,57
7003024034,0
7003024035,39
7003024036,43
7003024037,44
7003024038,25
7003024039,38
7003024040,42
7003024041,32
7003024042,35
7003024043,34
7003024044,36
7003024045,0
7003024046,27
7003024047,32
7003024048,40
7003024049,51
7003024050,38
7003024051,36
7003024052,42
7003024053,48
7003024054,32
7003024055,42
7003024056,24
7003024057,0
7003024058,0
7004011000,0
7004011001,0
7004011002,51
7004011003,46
7004011004,24
7004011005,55
7004011006,77
7004011007,34
7004011008,0
7004011009,35
7004011010,45
7004011011,35
7004011012,49
7004011013,49
7004011014,31
7004011015,9
7004011016,33
7004011017,37
7004011018,24
7004011019,8
7004011020,34
7004011021,36
7004011022,0
7004011023,0
7004011024,0
7004011025,3
7004011026,108
7004011027,28
7004011028,0
7004011029,26
7004011030,47
7004011031,46
7004011032,54
7004011033,0
7004011034,30
7004011035,55
7004011036,21
7004011037,21
7004011038,34
7004011039,0
7004011040,0
7004011041,0
7004011042,53
7004011043,50
7004011044,9
7004011045,23
7004011046,35
7004011047,43
7004011048,17
7004011049,34
7004011050,0
7004011051,0
7004011052,81
7004011053,39
7004011054,36
7004011055,51
7004011056,21
7004011057,61
7004011058,0
7004011059,34
7004011060,9
7004011061,19
7004011062,47
7004011063,63
7004011064,39
7004011065,6
7004011066,59
7004011067,28
7004011068,0
7004012000,54
7004012001,56
7004012002,0
7004012003,65
7004012004,56
7004012005,49
7004012006,59
7004012007,66
7004012008,48
7004012009,0
7004012010,0
7004012011,63
7004012012,40
7004012013,48
7004012014,69
7004012015,62
7004012016,67
7004012017,57
7004012018,44
7004012019,67
7004012020,53
7004012021,48
7004012022,63
7004012023,46
7004012024,54
7004012025,75
7004012026,0
7004012027,51
7004012028,47
7004012029,57
7004012030,56
7004012031,39
7004013000,63
7004013001,59
7004013002,73
7004013003,51
7004013004,0
7004013005,65
7004013006,38
7004013007,43
7004013008,39
7004013009,37
7004013010,45
7004013011,48
7004013012,56
7004013013,67
7004013014,60
7004013015,59
7004013016,33
7004013017,0
7004013018,0
7004013019,41
7004013020,60
7004013021,48
7004013022,33
7004013023,34
7004013024,0
7004013025,0
7004013026,0
7004013027,0
7004013028,0
7004013029,0
7004013030,63
7004013031,60
7004013032,47
7004013033,36
7004013034,90
7004013035,49
7004013036,57
7004013037,47
7004013038,0
7004013039,7
7004013040,43
7004014000,24
7004014001,45
7004014002,51
7004014003,42
7004014004,58
7004014005,66
7004014006,52
7004014007,37
7004014008,0
7004014009,34
7004014010,4
7004014011,43
7004014012,34
7004014013,0
7004014014,30
7004014015,36
7004014016,14
7004014017,31
7004014018,28
7004014019,11
7004014020,25
7004014021,4
7004014022,51
7004014023,51
7004021000,87
7004021001,55
7004021002,34
7004021003,38
7004021004,0
7004021005,125
7004021006,14
7004021007,0
7004021008,0
7004021009,31
7004021010,42
7004021011,62
7004021012,45
7004021013,50
7004021014,20
7004021015,4
7004021016,50
7004021017,38
7004021018,0
7004021019,9
7004021020,64
7004021021,55
7004021022,47
7004021023,40
7004021024,46
7004021025,6
7004021026,35
7004021027,24
7004021028,3
7004021029,0
7004021030,15
7004021031,0
7004021032,0
7004022000,11
7004022001,53
7004022002,25
7004022003,38
7004022004,0
7004022005,47
7004022006,46
7004022007,36
7004022008,34
7004022009,0
7004022010,31
7004022011,2
7004022012,28
7004022013,19
7004022014,59
7004022015,48
7004022016,46
7004022017,55
7004022018,48
7004022019,48
7004022020,36
7004022021,36
7004022022,46
7004022023,59
7004022024,34
7004022025,43
7004022026,37
7004022027,54
7004022028,56
7004022029,40
7004022030,37
7004022031,37
7004022032,59
7004023000,0
7004023001,38
7004023002,30
7004023003,44
7004023004,51
7004023005,41
7004023006,55
7004023007,53
7004023008,30
7004023009,41
7004023010,43
7004023011,51
7004023012,35
7004023013,103
7004023014,68
7004023015,46
7004023016,31
7004023017,3
7004023018,7
7004023019,40
7004023020,57
7004023021,49
7004023022,41
7004023023,47
7004023024,33
7004023025,480
7004023026,61
7004023027,49
7005011000,6
7005011001,13
7005011002,12
7005011003,3
7005011004,18
7005011005,56
7005011006,70
7005011007,41
7005011008,39
7005011009,36
7005011010,42
7005011011,38
7005011012,0
7005011013,0
7005011014,11
7005011015,13
7005011016,29
7005011017,0
7005011018,18
7005011019,4
7005011020,24
7005011021,57
7005011022,25
7005011023,60
7005011024,54
7005011025,60
7005011026,53
7005011027,76
7005011028,42
7005011029,41
7005011030,14
7005011031,29
7005011032,14
7005011033,4
7005011034,14
7005011035,0
7005011036,24
7005011037,11
7005011038,55
7005011039,51
7005011040,31
7005011041,4
7005011042,40
7005011043,40
7005012000,5
7005012001,28
7005012002,0
7005012003,53
7005012004,38
7005012005,0
7005012006,19
7005012007,387
7005012008,27
7005012009,38
7005012010,0
7005012011,0
7005012012,68
7005012013,43
7005012014,13
7005012015,41
7005012016,0
7005012017,24
7005012018,42
7005012019,33
7005012020,0
7005012021,0
7005012022,0
7005012023,1
7005012024,39
7005012025,76
7005012026,22
7005013000,18
7005013001,3
7005013002,25
7005013003,3
7005013004,9
7005013005,42
7005013006,36
7005013007,43
7005013008,50
7005013009,55
7005013010,46
7005013011,49
7005013012,35
7005013013,35
7005013014,31
7005013015,46
7005013016,31
7005013017,37
7005013018,40
7005013019,63
7005013020,53
7005013021,51
7005013022,37
7005013023,45
7005013024,64
7005013025,54
7005013026,52
7005013027,45
7005013028,41
7005013029,49
7005013030,0
7005013031,34
7005013032,24
7005013033,27
7005013034,18
7005013035,42
7005013036,12
7005014000,53
7005014001,57
7005014002,40
7005014003,48
7005014004,112
7005014005,45
7005014006,43
7005014007,42
7005014008,34
7005014009,42
7005014010,41
7005014011,52
7005014012,34
7005014013,44
7005014014,37
7005014015,43
7005014016,61
7005014017,0
7005014018,0
7005014019,37
7005014020,64
7005014021,59
7005014022,52
7005014023,61
7005014024,64
7005014025,52
7005014026,43
7005014027,19
7005014028,28
7005014029,34
7005014030,25
7005014031,15
7005014032,19
7005014033,29
7005014034,34
7005014035,38
7005014036,61
7005014037,37
7005014038,20
7005014039,22
7005014040,20
7005014041,24
7005014042,14
7005014043,26
7005015000,62
7005015001,52
7005015002,33
7005015003,67
7005015004,40
7005015005,39
7005015006,47
7005015007,36
7005015008,50
7005015009,55
7005015010,42
7005015011,37
7005015012,42
7005015013,40
7005015014,54
7005015015,49
7005015016,41
7005015017,0
7005015018,32
7005015019,14
7005016000,11
7005016001,41
7005016002,30
7005016003,24
7005016004,42
7005016005,29
7005016006,39
7005016007,42
7005016008,36
7005016009,21
7005016010,34
7005016011,18
7005016012,33
7005016013,36
7005016014,23
7005016015,14
7005016016,22
7005016017,22
7005016018,54
7005016019,40
7005016020,20
7005016021,50
7005016022,15
7005016023,20
7005016024,25
7005016025,23
7005016026,26
7005016027,0
7005016028,16
7005016029,37
7005016030,21
7005016031,12
7005016032,15
7005016033,12
7005016034,51
7005021000,0
7005021001,0
7005021002,0
7005021003,0
7005021004,0
7005021005,0
7005021006,129
7005021007,32
7005021008,50
7005021009,45
7005021010,46
7005021011,51
7005021012,57
7005021013,51
7005021014,40
7005021015,52
7005021016,40
7005021017,67
7005021018,60
7005021019,90
7005021020,64
7005021021,56
7005021022,39
7005021023,18
7005021024,37
7005021025,48
7005021026,68
7005021027,0
7005021028,135
7005021029,43
7005021030,37
7005022000,0
7005022001,19
7005022002,44
7005022003,54
7005022004,14
7005022005,12
7005022006,45
7005022007,38
7005022008,18
7005022009,16
7005022010,49
7005022011,93
7005022012,15
7005022013,12
7005022014,39
7005022015,119
7005022016,149
7005022017,204
7005022018,40
7005022019,42
7005022020,44
7005022021,43
7005022022,44
7005022023,70
7005022024,66
7005022025,32
7005022026,104
7005022027,27
7005022028,70
7005022029,86
7005022030,73
7101001000,101
7101001001,51
7101001002,32
7101001003,91
7101001004,118
7101001005,71
7101001006,0
7101001007,31
7101001008,217
7101001009,88
7101001010,6
7101001011,52
7101001012,85
7101001013,50
7101001014,18
7101001015,49
7101001016,60
7101001017,6
7101001018,67
7101001019,69
7101001020,0
7101001021,0
7101001022,0
7101001023,0
7101001024,13
7102001000,0
7102001001,0
7102001002,65
7102001003,34
7102001004,2
7102001005,89
7102001006,43
7102001007,61
7102001008,68
7102001009,62
7102001010,0
7102001011,93
7102001012,102
7102001013,0
7102001014,114
7102002000,4
7102002001,0
7102002002,81
7102002003,120
7102002004,98
7102002005,117
7102002006,94
7102002007,85
7102002008,35
7102002009,110
7102002010,82
7102002011,65
7102002012,116
7102002013,59
7102003000,0
7102003001,0
7102003002,42
7102003003,94
7102003004,41
7102003005,82
7102003006,97
7102003007,76
7102003008,83
7102003009,71
7102003010,107
7102003011,136
7102003012,96
7102003013,66
7102004000,0
7102004001,58
7102004002,35
7102004003,110
7102004004,127
7102004005,103
7102004006,49
7102004007,0
7102004008,6
7102004009,48
7102004010,108
7102004011,89
7102004012,63
7102005000,356
7102005001,567
7102005002,32
7102005003,29
7102005004,10
7102005005,59
7102005006,69
7102005007,89
7102005008,69
7102005009,31
7102005010,44
7102005011,108
7103001000,0
7103001001,0
7103001002,115
7103001003,10
7103001004,58
7103001005,110
7103001006,9
7103001007,57
7103001008,55
7103001009,70
7103001010,56
7103001011,52
7103001012,0
7103001013,31
7103001014,65
7103001015,75
7103001016,94
7103001017,0
7103001018,109
7103001019,89
7103001020,0
7103001021,7
7103001022,62
7103001023,166
7103001024,9
7103001025,48
7103001026,23
7103001027,7
7103001028,37
7103001029,0
7104001000,0
7104001001,0
7104001002,39
7104001003,0
7104001004,22
7104001005,0
7104001006,0
7104001007,77
7104001008,77
7104001009,51
7104001010,22
7104001011,37
7104001012,48
7104001013,140
7104001014,88
7104001015,79
7104002000,8
7104002001,104
7104002002,74
7104002003,102
7104002004,103
7104002005,108
7104002006,68
7104002007,78
7104002008,126
7104002009,91
7104002010,45
7104002011,23
7104002012,27
7104002013,17
7104002014,0
7104003000,71
7104003001,64
7104003002,80
7104003003,104
7104003004,85
7104003005,58
7104003006,35
7104003007,94
7104003008,66
7104003009,59
7104003010,87
7104003011,39
7104003012,6
7104003013,82
7104003014,14
7104004000,0
7104004001,0
7104004002,21
7104004003,57
7104004004,50
7104004005,60
7104004006,59
7104004007,64
7104004008,103
7104004009,48
7104004010,56
7104004011,48
7104004012,33
7104004013,35
7104004014,85
7104005000,52
7104005001,42
7104005002,61
7104005003,40
7104005004,63
7104005005,57
7104005006,77
7104005007,46
7104005008,100
7104005009,70
7104005010,0
7104005011,0
7104005012,63
7104005013,65
7104005014,52
7104005015,57
7104005016,60
7104005017,0
7104005018,76
7104005019,108
7104005020,179
7104005021,42
7104005022,49
7104005023,78
7104006000,63
7104006001,293
7104006002,0
7104006003,0
7104006004,0
7104006005,35
7104006006,0
7104006007,0
7104006008,50
7104006009,45
7104006010,39
7104006011,43
7104006012,41
7104006013,111
7104006014,67
7104006015,62
7104006016,0
7104006017,0
7104006018,0
7104006019,0
7104006020,48
7105001000,13
7105001001,0
7105001002,5
7105001003,68
7105001004,89
7105001005,93
7105001006,102
7105001007,146
7105001008,140
7105001009,19
7105001010,0
7105001011,149
7105001012,154
7105001013,120
7105002000,23
7105002001,16
7105002002,114
7105002003,146
7105002004,94
7105002005,98
7105002006,119
7105002007,108
7105002008,121
7105002009,136
7105002010,52
7105002011,67
7105002012,65
7105002013,139
7105003000,0
7105003001,0
7105003002,80
7105003003,104
7105003004,67
7105003005,76
7105003006,86
7105003007,68
7105003008,50
7105003009,56
7105003010,58
7105003011,64
7105004000,0
7105004001,5
7105004002,0
7105004003,46
7105004004,49
7105004005,51
7105004006,48
7105004007,71
7105004008,81
7105004009,48
7105004010,49
7105004011,60
7105004012,44
7105004013,19
7105004014,39
7105004015,33
7105004016,58
7105004017,39
7105004018,0
7105004019,19
7105004020,59
7105004021,65
7105004022,70
7105004023,33
7105004024,32
7106001000,0
7106001001,16
7106001002,89
7106001003,71
7106001004,87
7106001005,73
7106001006,73
7106001007,69
7106001008,102
7106001009,110
7106001010,101
7106001011,84
7106001012,0
7106002000,60
7106002001,20
7106002002,36
7106002003,79
7106002004,85
7106002005,50
7106002006,130
7106002007,115
7106002008,121
7106002009,0
7106002010,15
7106002011,90
7106002012,97
7106002013,65
7107001000,3
7107001001,79
7107001002,3
7107001003,45
7107001004,58
7107001005,65
7107001006,42
7107001007,0
7107001008,83
7107001009,17
7107001010,0
7107001011,0
7107001012,0
7107001013,79
7107001014,67
7107001015,47
7107001016,53
7107002000,0
7107002001,38
7107002002,57
7107002003,0
7107002004,7
7107002005,73
7107002006,57
7107002007,48
7107002008,100
7107002009,112
7107002010,85
7107002011,153
7107002012,96
7107002013,92
7107003000,19
7107003001,72
7107003002,94
7107003003,89
7107003004,96
7107003005,102
7107003006,98
7107003007,74
7107003008,88
7107003009,78
7107003010,112
7107003011,63
7107004000,95
7107004001,111
7107004002,67
7107004003,75
7107004004,111
7107004005,87
7107004006,88
7107004007,103
7107004008,89
7107004009,97
7107004010,100
7107004011,16
7108001000,4
7108001001,43
7108001002,76
7108001003,63
7108001004,35
7108001005,72
7108001006,0
7108001007,0
7108001008,0
7108001009,0
7108001010,77
7108001011,58
7108001012,66
7108001013,70
7108001014,12
7108001015,84
7108002000,3
7108002001,84
7108002002,63
7108002003,79
7108002004,76
7108002005,59
7108002006,82
7108002007,72
7108002008,84
7108002009,79
7108002010,80
7108002011,0
7108003000,79
7108003001,51
7108003002,46
7108003003,46
7108003004,76
7108003005,59
7108003006,46
7108003007,111
7108003008,70
7108003009,78
7108003010,71
7108003011,92
7108003012,72
7108003013,9
7108004000,117
7108004001,85
7108004002,114
7108004003,96
7108004004,16
7108004005,0
7108004006,0
7108004007,3
7108004008,53
7108004009,87
7108004010,77
7108004011,68
7108004012,94
7108004013,83
7108004014,62
7108004015,196
7108005000,65
7108005001,77
7108005002,78
7108005003,102
7108005004,74
7108005005,16
7108005006,0
7108005007,0
7108005008,95
7108005009,1
7108005010,5
7108005011,26
7108005012,80
7108005013,92
7108005014,66
7108005015,101
7108005016,83
7108005017,0
7108006000,58
7108006001,93
7108006002,59
7108006003,90
7108006004,58
7108006005,64
7108006006,0
7108006007,95
7108006008,0
7108006009,44
7108006010,44
7108006011,148
7108006012,104
7108006013,0
7108006014,42
7109001000,0
7109001001,14
7109001002,4
7109001003,6
7109001004,0
7109001005,1
7109001006,45
7109001007,46
7109001008,35
7109001009,63
7109001010,21
7109001011,47
7109001012,73
7109001013,77
7109001014,57
7109001015,22
7109001016,0
7109001017,0
7109001018,85
7109001019,26
7109001020,5
7109001021,26
7109001022,32
7109001023,6
7109001024,25
7109001025,32
7109001026,13
7109001027,11
7109001028,5
7109002000,0
7109002001,0
7109002002,0
7109002003,0
7109002004,0
7109002005,0
7109002006,167
7109002007,0
7109002008,32
7109002009,93
7109002010,0
7109002011,0
7109002012,55
7109002013,105
7109002014,66
7109002015,5
7109002016,0
7109002017,21
7109002018,0
7109002019,5
7109002020,0
7109002021,0
7109002022,29
7109002023,15
7109002024,31
7109002025,273
7109002026,48
7109002027,37
7109002028,21
7109002029,30
7109002030,28
7109002031,19
7109002032,41
7109002033,29
7109002034,35
7109002035,16
7109002036,18
7109002037,18
7109002038,37
7109002039,6
7109002040,0
7109002041,0
7109002042,1
7109002043,140
7109002044,0
7109002045,0
7110001000,43
7110001001,66
7110001002,39
7110001003,55
7110001004,57
7110001005,69
7110001006,122
7110001007,55
7110001008,17
7110001009,48
7110001010,48
7110001011,49
7110001012,83
7110001013,44
7110001014,61
7110001015,64
7110002000,109
7110002001,73
7110002002,89
7110002003,87
7110002004,73
7110002005,63
7110002006,57
7110002007,33
7110002008,54
7110002009,77
7110002010,97
7110002011,69
7110002012,77
7110002013,73
7110002014,0
7110002015,42
7110002016,64
7110002017,65
7110002018,76
7110002019,52
7110002020,23
7110002021,72
7110002022,2
7110002023,109
7110002024,0
7110002025,0
7110002026,0
7110002027,0
7110002028,0
7110002029,41
7110002030,43
7110002031,12
7110002032,6
7110002033,0
7110003000,67
7110003001,73
7110003002,71
7110003003,57
7110003004,70
7110003005,51
7110003006,51
7110003007,30
7110003008,0
7110003009,42
7110003010,58
7110003011,66
7110003012,43
7110003013,48
7110003014,50
7110003015,39
7110003016,1
7110003017,11
7110003018,39
7110003019,45
7110003020,5
7111001000,0
7111001001,100
7111001002,98
7111001003,66
7111001004,60
7111001005,63
7111001006,50
7111001007,58
7111001008,60
7111001009,65
7111001010,53
7111001011,0
7111001012,4
7111001013,66
7111001014,68
7111001015,61
7111001016,67
7111001017,51
7111002000,54
7111002001,67
7111002002,59
7111002003,71
7111002004,61
7111002005,69
7111002006,42
7111002007,29
7111002008,50
7111002009,45
7111002010,31
7111002011,25
7111002012,50
7111002013,29
7111002014,42
7111002015,62
7111002016,48
7111002017,21
7111002018,20
7111002019,74
7111002020,0
7111002021,5
7111002022,2
7111002023,0
7111002024,0
7111003000,101
7111003001,66
7111003002,0
7111003003,0
7111003004,80
7111003005,47
7111003006,0
7111003007,72
7111003008,0
7111003009,0
7111003010,0
7111003011,0
7111003012,24
7111003013,46
7111003014,53
7111003015,68
7111003016,81
7111003017,52
7111003018,38
7111003019,32
7111003020,8
7111003021,5
7111003022,59
7111003023,57
7112001000,44
7112001001,96
7112001002,87
7112001003,74
7112001004,104
7112001005,55
7112001006,71
7112001007,49
7112001008,41
7112001009,50
7112001010,15
7112001011,34
7112001012,0
7112001013,10
7112001014,19
7112001015,25
7112001016,35
7112001017,94
7112001018,69
7112001019,17
7112001020,0
7112001021,42
7112001022,64
7112001023,33
7112001024,72
7112001025,64
7112001026,45
7112001027,46
7112002000,18
7112002001,60
7112002002,65
7112002003,82
7112002004,53
7112002005,57
7112002006,34
7112002007,26
7112002008,22
7112002009,20
7112002010,61
7112002011,35
7112002012,54
7112002013,46
7112002014,48
7112002015,50
7112002016,37
7112002017,45
7112002018,64
7112002019,45
7112002020,0
7112002021,75
7112002022,13
7112002023,15
7112003000,71
7112003001,53
7112003002,57
7112003003,50
7112003004,54
7112003005,31
7112003006,20
7112003007,0
7112003008,22
7112003009,42
7112003010,32
7112003011,32
7112003012,33
7112003013,48
7112003014,38
7112003015,55
7112003016,32
7112003017,35
7112003018,4
7112003019,0
7112003020,3
7112003021,34
7112004000,41
7112004001,52
7112004002,49
7112004003,52
7112004004,33
7112004005,41
7112004006,17
7112004007,25
7112004008,69
7112004009,29
7112004010,11
7112004011,51
7112004012,34
7112004013,15
7112004014,28
7112004015,21
7112004016,5
7112004017,41
7112004018,0
7112004019,20
7112004020,19
7112004021,43
7112004022,0
7112004023,27
7112004024,12
7112004025,41
7112004026,33
7112004027,19
7112004028,45
7112004029,30
7112004030,53
7112004031,53
7112004032,4
7112004033,77
7112004034,45
7112004035,40
7112004036,40
7112004037,36
7112004038,33
7112004039,15
7112004040,0
7112004041,0
7112004042,0
7112004043,24
7112004044,45
7112004045,46
7112004046,49
7112004047,61
7112004048,49
7112004049,60
7112004050,43
7112004051,47
7112004052,17
7112004053,28
7112004054,42
7112004055,9
7112004056,11
7112004057,15
7112004058,27
7112004059,0
7112004060,0
7112004061,43
7112004062,36
7112004063,33
7112004064,35
7112004065,0
7113001000,21
7113001001,0
7113001002,46
7113001003,3
7113001004,33
7113001005,16
7113001006,6
7113001007,104
7113001008,67
7113001009,54
7113001010,23
7113001011,35
7113001012,21
7113001013,47
7113001014,40
7113001015,44
7113001016,0
7113001017,0
7113001018,36
7113001019,27
7113001020,59
7113002000,6
7113002001,52
7113002002,51
7113002003,50
7113002004,18
7113002005,41
7113002006,62
7113002007,37
7113002008,49
7113002009,40
7113002010,1
7113002011,150
7113002012,17
7113002013,53
7113002014,0
7113002015,2
7113002016,66
7113002017,38
7113002018,21
7113002019,47
7113002020,11
7113002021,21
7113002022,23
7113002023,13
7113002024,20
7113002025,55
7114001000,0
7114001001,0
7114001002,0
7114001003,7
7114001004,0
7114001005,51
7114001006,47
7114001007,41
7114001008,37
7114001009,43
7114001010,40
7114001011,58
7114001012,65
7114001013,38
7114001014,64
7114001015,38
7114001016,42
7114001017,77
7114001018,64
7114001019,46
7114001020,42
7114001021,57
7114001022,47
7114001023,0
7114001024,0
7114002000,0
7114002001,0
7114002002,0
7114002003,0
7114002004,6
7114002005,0
7114002006,57
7114002007,27
7114002008,59
7114002009,2
7114002010,23
7114002011,13
7114002012,47
7114002013,32
7114002014,33
7114002015,52
7114002016,50
7114002017,39
7114002018,0
7114002019,0
7114002020,0
7114002021,0
7114002022,0
7114002023,46
7114002024,0
7114002025,0
7114002026,80
7114002027,58
7114002028,21
7114002029,56
7114002030,40
7114002031,38
7114002032,0
7114002033,30
7114002034,61
7114002035,0
7114002036,36
7114002037,38
7114003000,33
7114003001,0
7114003002,19
7114003003,6
7114003004,41
7114003005,33
7114003006,22
7114003007,36
7114003008,32
7114003009,27
7114003010,37
7114003011,31
7114003012,66
7114003013,50
7114003014,65
7114003015,38
7114003016,45
7114003017,56
7114003018,62
7114003019,55
7114003020,20
7114003021,32
7115001000,0
7115001001,5
7115001002,0
7115001003,0
7115001004,26
7115001005,20
7115001006,10
7115001007,24
7115001008,25
7115001009,0
7115001010,37
7115001011,36
7115001012,27
7115001013,14
7115001014,8
7115001015,31
7115001016,15
7115001017,47
7115001018,74
7115001019,68
7115001020,36
7115001021,41
7115001022,39
7115001023,44
7115001024,56
7115001025,28
7115001026,0
7115001027,46
7115001028,35
7115001029,32
7115001030,38
7115001031,71
7115001032,68
7115001033,0
7115001034,0
7115001035,32
7115001036,42
7115001037,0
7115001038,61
7115001039,25
7115001040,25
7115002000,0
7115002001,0
7115002002,14
7115002003,0
7115002004,9
7115002005,33
7115002006,27
7115002007,18
7115002008,18
7115002009,0
7115002010,24
7115002011,68
7115002012,38
7115002013,30
7115002014,50
7115002015,57
7115002016,50
7115002017,69
7115002018,63
7115002019,42
7115002020,35
7115002021,76
7115002022,34
7115002023,37
7115002024,33
7115002025,31
7115002026,63
7115002027,52
7115002028,64
7115002029,22
7115002030,27
7115002031,30
7115002032,25
7115002033,23
7115002034,40
7115002035,0
7115002036,43
7115002037,0
7115002038,35
7115002039,34
7115002040,39
7115002041,0
7201001000,29
7201001001,22
7201001002,26
7201001003,0
7201001004,25
7201001005,76
7201001006,41
7201001007,34
7201001008,20
7201001009,29
7201001010,26
7201001011,36
7201001012,27
7201001013,30
7201001014,40
7201001015,112
7201001016,87
7201001017,109
7201001018,69
7201001019,32
7201001020,47
7201001021,27
7201001022,0
7201001023,0
7201001024,1
7201002000,0
7201002001,4
7201002002,43
7201002003,22
7201002004,46
7201002005,24
7201002006,25
7201002007,0
7201002008,95
7201002009,43
7201002010,20
7201002011,16
7201002012,27
7201002013,28
7201002014,39
7201002015,19
7201002016,12
7201002017,19
7201002018,40
7201002019,49
7201002020,67
7201002021,42
7201002022,78
7201002023,54
7201002024,54
7201002025,30
7201002026,35
7201002027,125
7201002028,9
7201002029,17
7201002030,20
7201002031,111
7201002032,136
7201002033,0
7201002034,78
7201003000,10
7201003001,2
7201003002,97
7201003003,103
7201003004,58
7201003005,52
7201003006,50
7201003007,78
7201003008,49
7201003009,71
7201003010,83
7201003011,4
7201003012,75
7201003013,22
7201003014,21
7201003015,35
7201003016,93
7201003017,25
7202001000,30
7202001001,76
7202001002,76
7202001003,50
7202001004,50
7202001005,58
7202001006,92
7202001007,145
7202001008,173
7202001009,161
7202001010,22
7202002000,0
7202002001,47
7202002002,83
7202002003,70
7202002004,54
7202002005,125
7202002006,139
7202002007,121
7202002008,105
7202002009,117
7202002010,0
7202002011,0
7202002012,34
7202002013,0
7202002014,154
7202002015,13
7202003000,16
7202003001,30
7202003002,67
7202003003,79
7202003004,80
7202003005,44
7202003006,32
7202003007,40
7202003008,31
7202003009,72
7202003010,65
7202003011,37
7202003012,26
7202003013,16
7202003014,8
7202003015,40
7202003016,0
7202003017,0
7202003018,57
7202003019,42
7202003020,39
7202003021,39
7202003022,42
7202003023,67
7202003024,9
7202003025,25
7202003026,21
