CENSUS BLOCK,Pop
5611006020,11
5611006021,19
5611006022,28
5701001000,0
5701001001,0
5701001002,0
5701001003,8
5701001004,32
5701001005,15
5701001006,33
5701001007,32
5701001008,68
5701001009,39
5701001010,39
5701001011,33
5701001012,96
5701001013,0
5701001014,0
5701001015,0
5701001016,0
5701001017,62
5701001018,61
5701001019,61
5701001020,82
5701001021,100
5701001022,81
5701001023,61
5701001024,0
5701001025,6
5701001026,81
5701001027,76
5701001028,59
5701001029,28
5701001030,2
5701001031,53
5701001032,0
5701001033,0
5701001034,2
5701001035,47
5702001000,0
5702001001,0
5702001002,0
5702001003,0
5702001004,0
5702001005,0
5702001006,0
5702001007,0
5702001008,1
5702001009,0
5702001010,0
5702001011,0
5702001012,0
5702001013,0
5702001014,0
5702001015,0
5702001016,0
5702001017,0
5702001018,53
5702001019,0
5702001020,64
5702001021,78
5702001022,72
5702001023,74
5702001024,89
5702001025,70
5702001026,58
5702001027,0
5702001028,0
5702001029,66
5702001030,58
5702001031,43
5702001032,71
5702001033,50
5702001034,52
5702001035,48
5702001036,73
5702001037,65
5702001038,45
5702001039,77
5702001040,75
5702001041,66
5702001042,66
5702001043,0
5702001044,13
5702001045,58
5702001046,38
5702001047,32
5702001048,106
5702001049,53
5702001050,31
5702001051,46
5702001052,81
5702001053,71
5702001054,0
5703001000,2
5703001001,0
5703001002,45
5703001003,0
5703001004,29
5703001005,94
5703001006,150
5703001007,97
5703001008,100
5703001009,96
5703001010,77
5703001011,102
5703001012,100
5703001013,108
5703001014,89
5703001015,128
5703001016,0
5703001017,112
5703001018,49
5703001019,6
5703002000,0
5703002001,136
5703002002,106
5703002003,92
5703002004,80
5703002005,109
5703002006,124
5703002007,110
5703002008,85
5703002009,47
5703002010,39
5703002011,34
5703002012,29
5703002013,15
5703002014,0
5703002015,9
5703002016,6
5703002017,12
5703002018,0
5703002019,0
5703002020,0
5703002021,0
5703003000,38
5703003001,60
5703003002,107
5703003003,86
5703003004,88
5703003005,113
5703003006,129
5703003007,65
5703003008,110
5703003009,108
5703003010,84
5703003011,116
5703003012,133
5703003013,33
5703003014,71
5703003015,72
5703003016,92
5703003017,1
5703003018,18
5703004000,91
5703004001,4
5703004002,61
5703004003,62
5703004004,85
5703004005,70
5703004006,0
5703004007,0
5703004008,65
5703004009,73
5703004010,80
5703004011,106
5703004012,111
5703004013,92
5703004014,111
5703004015,94
5703004016,60
5703004017,164
5703004018,93
5703004019,65
5703004020,94
5703004021,102
5703004022,56
5703004023,105
5703004024,87
5703004025,42
5703004026,55
5703004027,88
5703004028,0
5703004029,0
5703004030,49
5703004031,10
5704001000,4
5704001001,42
5704001002,46
5704001003,105
5704001004,118
5704001005,52
5704001006,89
5704001007,92
5704001008,70
5704001009,90
5704001010,78
5704001011,54
5704001012,81
5704001013,0
5704002000,0
5704002001,53
5704002002,4
5704002003,7
5704002004,27
5704002005,16
5704002006,48
5704002007,38
5704002008,41
5704002009,58
5704002010,24
5704002011,11
5704002012,2
5704002013,0
5704002014,121
5704002015,8
5704002016,114
5704002017,0
5704002018,0
5704002019,24
5704002020,98
5705001000,0
5705001001,92
5705001002,0
5705001003,0
5705001004,16
5705001005,0
5705001006,0
5705001007,38
5705001008,4
5705001009,113
5705001010,78
5705001011,54
5705001012,107
5705001013,62
5705001014,45
5705001015,55
5705001016,43
5705001017,46
5705001018,0
5705001019,62
5705001020,69
5705001021,69
5705002000,59
5705002001,91
5705002002,48
5705002003,115
5705002004,75
5705002005,90
5705002006,82
5705002007,95
5705002008,147
5705002009,75
5705002010,75
5705002011,76
5705002012,102
5705002013,45
5705002014,52
5705002015,0
5705002016,0
5705002017,14
5705002018,0
5705002019,139
5705002020,0
5705002021,33
5705002022,37
5705002023,0
5705002024,29
5705002025,30
5801001000,0
5801001001,49
5801001002,33
5801001003,60
5801001004,22
5801001005,12
5801001006,11
5801001007,0
5801001008,0
5801001009,5
5801001010,13
5801001011,65
5801001012,83
5801001013,22
5801001014,0
5801001015,29
5801001016,57
5801001017,116
5801001018,73
5801001019,52
5801001020,39
5801001021,81
5801001022,70
5801001023,0
5801001024,0
5801001025,0
5801001026,134
5801001027,40
5801001028,100
5801001029,82
5801001030,45
5801001031,37
5801001032,41
5801001033,33
5801001034,0
5801002000,0
5801002001,50
5801002002,0
5801002003,0
5801002004,83
5801002005,60
5801002006,53
5801002007,64
5801002008,51
5801002009,58
5801002010,0
5801002011,42
5801002012,78
5801002013,54
5801002014,30
5801002015,89
5801002016,29
5801002017,43
5801002018,125
5801002019,10
5801002020,0
5801002021,70
5801002022,67
5801002023,4
5801002024,0
5801002025,26
5801002026,69
5801002027,74
5801002028,58
5801002029,4
5801002030,138
5801002031,43
5801002032,45
5801002033,68
5802001000,0
5802001001,0
5802001002,0
5802001003,0
5802001004,122
5802001005,88
5802001006,84
5802001007,74
5802001008,47
5802001009,114
5802001010,112
5802001011,0
5802001012,0
5802001013,0
5802001014,0
5802001015,0
5802001016,63
5802001017,41
5802001018,42
5802001019,22
5802001020,42
5802001021,38
5802001022,40
5802001023,16
5802001024,46
5802001025,0
5802001026,0
5802001027,51
5802001028,0
5802001029,39
5802001030,26
5802001031,0
5802001032,0
5802001033,0
5802001034,0
5802001035,140
5802001036,44
5802001037,51
5802001038,51
5802001039,42
5802002000,118
5802002001,122
5802002002,88
5802002003,33
5802002004,47
5802002005,67
5802002006,40
5802002007,0
5802002008,0
5802002009,79
5802002010,95
5802002011,56
5802002012,39
5802002013,42
5802002014,35
5802002015,35
5802002016,47
5802002017,60
5802002018,50
5802002019,69
5802002020,53
5802002021,139
5802002022,131
5802002023,81
5802002024,17
5802002025,6
5802002026,70
5802002027,179
5802002028,4
5802002029,128
5802002030,94
5802002031,56
5803001000,0
5803001001,0
5803001002,0
5803001003,0
5803001004,0
5803001005,241
5803001006,119
5803001007,98
5803001008,36
5803001009,59
5803001010,37
5803001011,49
5803001012,95
5803001013,38
5803001014,72
5803001015,231
5803001016,134
5803001017,103
5803001018,94
5803001019,118
5803001020,134
5803001021,102
5803001022,70
5803001023,128
5803001024,34
5803001025,60
5803001026,84
5803001027,100
5803001028,112
5803001029,50
5803001030,28
5804001000,0
5804001001,0
5804001002,0
5804001003,166
5804001004,156
5804001005,47
5804001006,64
5804001007,64
5804001008,84
5804001009,70
5804001010,74
5804001011,99
5804001012,106
5804001013,72
5804001014,5
5804001015,0
5804001016,0
5804001017,73
5804001018,68
5804001019,101
5804002000,0
5804002001,134
5804002002,4
5804002003,0
5804002004,146
5804002005,128
5804002006,62
5804002007,34
5804002008,34
5804002009,164
5804002010,12
5804002011,138
5804002012,2
5804002013,108
5804002014,152
5804002015,35
5804002016,12
5804002017,15
5804002018,0
5804003000,0
5804003001,120
5804003002,87
5804003003,128
5804003004,134
5804003005,77
5804003006,85
5804003007,99
5804003008,104
5804003009,95
5804003010,58
5804003011,32
5804003012,58
5804003013,112
5804003014,0
5804003015,0
5804003016,3
5804003017,45
5804003018,38
5804003019,12
5804003020,6
5804003021,0
5804004000,17
5804004001,27
5804004002,48
5804004003,63
5804004004,146
5804004005,70
5804004006,60
5804004007,117
5804004008,102
5804004009,68
5804004010,117
5804004011,92
5804004012,82
5804004013,12
5804004014,0
5804004015,0
5804004016,52
5805011000,0
5805011001,134
5805011002,0
5805011003,6
5805011004,111
5805011005,98
5805011006,190
5805011007,171
5805011008,104
5805011009,7
5805011010,22
5805011011,67
5805011012,75
5805011013,83
5805011014,84
5805011015,86
5805011016,53
5805012000,22
5805012001,50
5805012002,111
5805012003,167
5805012004,129
5805012005,34
5805012006,62
5805012007,0
5805012008,0
5805012009,58
5805012010,52
5805012011,15
5805012012,54
5805012013,14
5805013000,124
5805013001,77
5805013002,64
5805013003,59
5805013004,86
5805013005,10
5805013006,98
5805013007,92
5805013008,104
5805013009,46
5805013010,69
5805013011,103
5805013012,120
5805013013,126
5805013014,65
5805013015,56
5805013016,70
5805013017,74
5805013018,82
5805013019,0
5805013020,17
5805013021,88
5805014000,93
5805014001,140
5805014002,138
5805014003,106
5805014004,81
5805014005,122
5805014006,154
5805014007,77
5805014008,55
5805014009,9
5805014010,116
5805014011,147
5805014012,66
5805014013,74
5805021000,118
5805021001,138
5805021002,157
5805021003,4
5805021004,22
5805021005,12
5805021006,0
5805021007,36
5805021008,54
5805021009,40
5805021010,64
5805021011,25
5805021012,0
5805021013,0
5805021014,0
5805021015,18
5805021016,191
5805021017,160
5805021018,125
5805022000,170
5805022001,162
5805022002,131
5805022003,138
5805022004,130
5805022005,158
5805022006,192
5805022007,170
5805022008,0
5805022009,134
5805022010,153
5805023000,130
5805023001,108
5805023002,152
5805023003,102
5805023004,146
5805023005,127
5805023006,0
5805023007,153
5805023008,0
5805023009,86
5805023010,115
5805023011,104
5805023012,19
5805023013,31
5805023014,0
5805023015,88
5805023016,65
5805023017,0
5805023018,137
5805023019,0
5805023020,65
5805023021,0
5805023022,136
5805023023,102
5805023024,89
5805023025,97
5805023026,167
5805023027,124
5805023028,82
5805023029,64
5805023030,140
5805023031,18
5806001000,0
5806001001,153
5806001002,182
5806001003,1
5806001004,179
5806001005,166
5806001006,45
5806001007,135
5806001008,74
5806001009,16
5806001010,0
5806001011,18
5806002000,32
5806002001,75
5806002002,188
5806002003,0
5806002004,21
5806002005,0
5806002006,33
5806002007,42
5806002008,233
5806002009,152
5806002010,118
5806002011,67
5806002012,150
5806002013,26
5806002014,78
5806002015,73
5806003000,54
5806003001,32
5806003002,89
5806003003,95
5806003004,119
5806003005,122
5806003006,92
5806003007,130
5806003008,85
5806003009,88
5806003010,89
5806003011,55
5806003012,68
5806003013,96
5806003014,123
5806003015,151
5806003016,106
5806004000,52
5806004001,67
5806004002,113
5806004003,122
5806004004,156
5806004005,130
5806004006,191
5806004007,160
5806004008,104
5806004009,136
5806004010,124
5806004011,157
5806004012,73
5806004013,95
5807001000,0
5807001001,51
5807001002,12
5807001003,111
5807001004,123
5807001005,97
5807001006,130
5807001007,99
5807001008,97
5807001009,126
5807001010,112
5807001011,87
5807001012,38
5807001013,55
5807001014,52
5807001015,30
5807002000,0
5807002001,96
5807002002,30
5807002003,114
5807002004,0
5807002005,91
5807002006,316
5807002007,90
5807002008,81
5807002009,89
5807002010,18
5807002011,76
5807002012,33
5807002013,73
5807002014,101
5807002015,65
5807002016,34
5807002017,104
5807002018,230
5807002019,269
5807002020,353
5807002021,218
5807002022,245
5807002023,291
5807003000,155
5807003001,189
5807003002,167
5807003003,164
5807003004,164
5807003005,145
5807003006,55
5807003007,79
5807003008,49
5807003009,111
5807003010,159
5807003011,107
5807003012,122
5807003013,101
5807003014,133
5808001000,0
5808001001,12
5808001002,302
5808001003,4
5808001004,239
5808001005,218
5808001006,37
5808001007,24
5808001008,214
5808001009,271
5808001010,99
5808001011,0
5808001012,270
5808001013,283
5808001014,59
5808001015,29
5905001000,14
5905001001,76
5905001002,80
5905001003,0
5905001004,0
5905001005,24
5905001006,26
5905001007,65
5905001008,110
5905001009,0
5905001010,0
5905001011,47
5905001012,11
5905001013,0
5905001014,45
5905001015,31
5905001016,0
5905001017,0
5905001018,0
5905001019,32
5905001020,12
5905001021,64
5905001022,5
5905001023,27
5905001024,88
5905001025,110
5905001026,94
5905001027,92
5905001028,73
5905001029,112
5905001030,70
5905001031,43
5905001032,90
5905001033,46
5905001034,81
5905001035,0
5905001036,0
5905001037,0
5905001038,19
5905001039,44
5905001040,41
5905001041,0
5906001000,0
5906001001,47
5906001002,79
5906001003,8
5906001004,82
5906001005,137
5906001006,109
5906001007,111
5906001008,116
5906001009,153
5906001010,57
5906001011,106
5906001012,82
5906001013,107
5906002000,186
5906002001,99
5906002002,76
5906002003,127
5906002004,138
5906002005,126
5906002006,151
5906002007,146
5906002008,119
5906002009,109
5906003000,114
5906003001,100
5906003002,49
5906003003,98
5906003004,64
5906003005,76
5906003006,84
5906003007,103
5906003008,82
5906003009,98
5906003010,24
5906003011,26
5906003012,0
5906003013,0
5906003014,83
5906003015,80
5906003016,12
5907001000,12
5907001001,30
5907001002,59
5907001003,93
5907001004,116
5907001005,150
5907001006,192
5907001007,23
5907001008,47
5907001009,121
5907001010,140
5907001011,144
5907001012,109
5907001013,141
5907001014,101
5907001015,77
5907001016,68
5907001017,26
5907001018,0
5907002000,0
5907002001,0
5907002002,0
5907002003,8
5907002004,16
5907002005,16
5907002006,22
5907002007,0
5907002008,0
5907002009,0
5907002010,0
5907002011,19
5907002012,11
5907002013,0
5907002014,43
5907002015,111
5907002016,95
5907002017,64
5907002018,30
5907002019,43
5907002020,188
5907002021,0
5907002022,204
5907002023,45
5907002024,45
5907002025,26
5907002026,90
5907002027,128
5907002028,97
5907002029,127
5907002030,0
5907002031,23
6004001000,199
6004001001,125
6004001002,180
6004001003,20
6004001004,106
6004001005,156
6004001006,131
6004001007,110
6004001008,134
6004001009,215
6004001010,102
6004002000,136
6004002001,114
6004002002,0
6004002003,82
6004002004,85
6004002005,90
6004002006,83
6004002007,97
6004002008,70
6004002009,96
6004002010,24
6004002011,24
6004002012,24
6004003000,83
6004003001,149
6004003002,31
6004003003,94
6004003004,115
6004003005,160
6004003006,87
6004003007,91
6004003008,150
6004003009,176
6004003010,123
6004003011,90
6004003012,139
6006001000,28
6006001001,14
6006001002,99
6006001003,90
6006001004,84
6006001005,85
6006001006,142
6006001007,19
6006001008,40
6006001009,13
6006001010,30
6006001011,22
6006001012,9
6006001013,52
6006001014,10
6006001015,139
6006001016,149
6006001017,161
6006001018,201
6006001019,163
6006001020,235
6006001021,39
6006002000,1
6006002001,45
6006002002,18
6006002003,38
6006002004,19
6006002005,37
6006002006,44
6006002007,21
6006002008,25
6006002009,40
6006002010,16
6006002011,0
6006002012,0
6006002013,0
6006002014,0
6006002015,0
6006002016,27
6006002017,19
6006002018,0
6006002019,74
6006002020,28
6006002021,116
6006002022,110
6006002023,125
6006002024,26
6006002025,49
6006002026,0
6006002027,36
6007001000,15
6007001001,93
6007001002,111
6007001003,141
6007001004,120
6007001005,24
6007001006,99
6007001007,32
6007001008,96
6007001009,121
6007001010,62
6007001011,50
6007001012,44
6007001013,58
6007001014,51
6007001015,81
6007002000,0
6007002001,33
6007002002,40
6007002003,50
6007002004,74
6007002005,35
6007002006,0
6007002007,40
6007002008,0
6007002009,24
6007002010,72
6007002011,0
6007002012,0
6007002013,0
6007002014,103
6007002015,0
6007002016,0
6007002017,6
6007002018,11
6007002019,40
6007002020,32
6007002021,0
6007002022,0
6007002023,0
6007002024,0
6007002025,0
6007002026,0
6007002027,39
6007002028,0
6007002029,137
6007002030,47
6007002031,19
6007002032,131
6007002033,14
6007002034,120
6007002035,23
6007002036,22
6007002037,1
6007002038,0
6007002039,129
6007002040,68
6007002041,37
6007002042,0
6007002043,0
6009001000,0
6009001001,77
6009001002,134
6009001003,170
6009001004,120
6009001005,81
6009001006,28
6009001007,43
6009001008,38
6009002000,110
6009002001,35
6009002002,112
6009002003,9
6009002004,100
6009002005,88
6009002006,15
6009002007,53
6009002008,79
6009002009,40
6009002010,42
6009002011,180
6009002012,70
6009002013,83
6009002014,3
6009002015,55
6009002016,28
6009003000,30
6009003001,55
6009003002,73
6009003003,75
6009003004,56
6009003005,38
6009003006,40
6009003007,68
6009003008,72
6009003009,80
6009003010,53
6009003011,69
6009004000,94
6009004001,5
6009004002,66
6009004003,68
6009004004,80
6009004005,94
6009004006,109
6009004007,51
6009004008,39
6009004009,58
6009004010,7
6009004011,91
6009004012,63
6009004013,0
6009004014,49
6009004015,24
6009004016,48
6009004017,40
6009004018,179
6009004019,32
6103001000,3
6103001001,0
6103001002,0
6103001003,0
6103001004,0
6103001005,0
6103001006,0
6103001007,8
6103001008,41
6103001009,11
6103001010,42
6103001011,71
6103001012,53
6103001013,139
6103001014,167
6103001015,144
6103001016,196
6103001017,182
6103001018,181
6103001019,207
6103001020,93
6103001021,89
6103001022,91
6103001023,115
6103001024,44
6103001025,94
6103001026,81
6103002000,14
6103002001,210
6103002002,0
6103002003,0
6103002004,180
6103002005,220
6103002006,217
6103002007,140
6103002008,217
6103002009,179
6103002010,0
6103002011,0
6103002012,0
6103002013,0
6103002014,0
6103002015,0
6103002016,53
6103002017,85
6103002018,103
6103002019,128
6103002020,119
6103002021,101
6103002022,0
6103003000,0
6103003001,0
6103003002,0
6103003003,278
6103003004,0
6103003005,0
6103003006,30
6103003007,55
6103003008,9
6103003009,0
6103003010,0
6103003011,0
6103003012,0
6103003013,0
6103003014,0
6103003015,0
6103003016,0
6103003017,0
6103003018,0
6103003019,0
6103003020,102
6103003021,0
6103003022,142
6103003023,135
6103003024,145
6103003025,0
6103003026,158
6103003027,62
6103003028,114
6103003029,160
6103003030,144
6103003031,7
6103003032,59
6103003033,31
6103003034,9
6104001000,12
6104001001,195
6104001002,186
6104001003,310
6104001004,189
6104001005,288
6104001006,110
6104001007,114
6104001008,115
6104001009,168
6104001010,186
6104001011,137
6104001012,46
6104001013,13
6104001014,0
6104001015,57
6104001016,0
6104001017,49
6104001018,28
6104001019,5
6104001020,5
6108001000,0
6108001001,0
6108001002,16
6108001003,6
6108001004,53
6108001005,64
6108001006,55
6108001007,61
6108001008,60
6108001009,43
6108001010,71
6108001011,48
6108001012,50
6108001013,24
6108001014,77
6108001015,50
6108001016,46
6108001017,45
6108001018,0
6108001019,36
6108001020,59
6108001021,53
6108001022,24
6108001023,73
6108001024,61
6108001025,0
6108001026,0
6108001027,0
6108001028,45
6108001029,51
6108001030,53
6108001031,19
